Id,TaskNo,WmsTaskNo,TaskType,DeviceCode,DeviceType,Barcode,FromNode,ToNode,Priority,Status,RunStatus,SendTime,FinishTime,SendTask,Seq,WarehouseId,CreateTime,UpdateTime,CreateUserId,UpdateUserId,IsDelete
23113122045894,13284,20251110000050,Task_InBound,Lift04,Lift,T010922,3030,2041,999,1,1,2025-11-10 09:01:35.933,2025-11-10 09:02:36.120,,2,1,2025-11-10 09:01:08.003,,,,0
23113122045895,13284,20251110000050,Task_InBound,FRGV15,FRGV,T010922,2041,15-023-005,999,1,1,2025-11-10 09:02:40.830,2025-11-10 09:08:12.307,13284.0,3,1,2025-11-10 09:01:08.003,,,,0
23113127729477,13287,20251110000051,Task_Move,FRGV11,FRGV,T010579,02-022-008,01-030-008,999,1,1,2025-11-10 09:01:55.240,2025-11-10 09:04:20.810,13287.0,1,1,2025-11-10 09:01:52.407,,,,0
23113128349765,13289,20251110000052,Task_InBound,3013,Convery,T006040,3013,3006,999,1,1,2025-11-10 09:01:58.283,2025-11-10 09:03:10.820,,1,1,2025-11-10 09:01:57.253,,,,0
23113128349766,13289,20251110000052,Task_InBound,Lift01,Lift,T006040,3006,2007,999,1,1,2025-11-10 09:04:51.187,2025-11-10 09:06:02.590,,2,1,2025-11-10 09:01:57.253,,,,0
23113128349767,13289,20251110000052,Task_InBound,FRGV08,FRGV,T006040,2007,13-020-007,999,1,1,2025-11-10 09:06:16.763,2025-11-10 09:13:45.160,13289.0,3,1,2025-11-10 09:01:57.253,,,,0
23113128945221,13291,20251110000053,Task_InBound,3032,Convery,T009659,3032,3030,999,1,1,2025-11-10 09:02:03.577,2025-11-10 09:02:14.983,,1,1,2025-11-10 09:02:01.903,,,,0
23113128945222,13291,20251110000053,Task_InBound,Lift04,Lift,T009659,3030,2040,999,1,1,2025-11-10 09:04:24.357,2025-11-10 09:05:25.263,,2,1,2025-11-10 09:02:01.903,,,,0
23113128945223,13291,20251110000053,Task_InBound,FRGV09,FRGV,T009659,2040,02-034-004,999,1,1,2025-11-10 09:05:34.830,2025-11-10 09:10:46.903,13291.0,3,1,2025-11-10 09:02:01.903,,,,0
23113129047749,13292,20251110000054,Task_OutBound,FRGV06,FRGV,T006444,23-010-008,2020,999,1,1,2025-11-10 09:02:06.987,2025-11-10 09:07:51.247,13292.0,1,1,2025-11-10 09:02:02.707,,,,0
23113129047750,13292,20251110000054,Task_OutBound,Lift02,Lift,T006444,2020,3014,999,1,1,2025-11-10 09:07:52.887,2025-11-10 09:09:01.677,,2,1,2025-11-10 09:02:02.707,,,,0
23113129047751,13292,20251110000054,Task_OutBound,3014,Convery,T006444,3014,3013,999,1,1,2025-11-10 09:09:02.087,2025-11-10 09:09:45.780,,3,1,2025-11-10 09:02:02.707,,,,0
